real_name,_well01_1,_well02_1,_well03_1,_well04_1,_well05_1,_well06_1,_well07_1,_well08_1,_well09_1,_well10_1,_well11_1,_well12_1,part_time,part_east
0,5.71543,5.66615,5.41554,3.97919,3.90493,3.97706,2.6755,3.0777,2.95934,1.18475,1.28782,1.03953,6058.67,241.853
1,5.71648,5.80909,5.32018,4.21753,3.99598,4.04427,2.6608,2.93158,3.04265,0.969643,1.30171,1.22851,8038.75,274.366
2,5.79702,5.82652,5.55028,4.1147,4.1152,4.00163,2.55082,3.03913,3.04626,1.16152,1.24794,1.25832,5700.23,320.6
3,5.71925,5.56607,5.50866,4.25111,4.00456,4.10011,2.75593,3.07327,2.93394,1.20845,1.3517,1.23706,6992.21,241.406
4,5.83666,5.66774,5.48894,4.03868,3.88552,3.98605,2.613,3.11278,2.91215,1.10173,1.28031,1.22021,7188.35,246.516
5,5.69913,5.75136,5.615,4.04028,4.00195,4.0611,2.56531,3.05534,2.90965,1.03283,1.1189,1.21712,8441.59,270.636
6,5.79345,5.70419,5.65117,4.19221,3.96425,4.0567,2.62309,3.10253,2.94463,0.997371,1.19784,1.07754,6304.81,260.57
7,5.90693,5.71437,5.60366,3.93412,3.93181,3.91289,2.64682,2.93549,2.89142,1.07862,1.1218,1.07335,5866.88,224.071
8,5.67383,5.61304,5.56847,4.21709,3.94288,4.10124,2.67088,3.18111,3.01873,1.06555,1.21485,1.40739,4466.94,183.606
9,5.73028,5.54482,5.58388,4.19221,3.82276,3.90581,2.58342,3.06474,2.85039,1.09154,1.21049,1.02577,6332.23,280.121
10,5.76866,5.57604,5.43624,3.99014,4.01817,4.06108,2.64561,3.13986,3.0155,1.16051,1.08287,1.2292,7069.37,256.715
11,5.82774,5.61462,5.35687,4.11902,4.05725,4.03823,2.68088,3.25096,3.01599,1.11518,1.28818,1.21418,4914.59,308.616
12,5.85196,5.6554,5.52612,3.97022,3.96518,4.08109,2.60652,3.11036,2.97703,1.03901,1.34387,1.20361,5183.94,171.56
13,5.93338,5.83483,5.31321,4.2843,3.9927,4.05998,2.6503,3.10459,3.17636,0.968876,1.37313,1.24943,7908.04,285.934
14,5.98048,5.62855,5.61628,4.23149,4.02614,4.02109,2.74832,3.1598,3.05745,1.27947,1.23836,1.28376,4500.39,254.481
15,5.73769,5.70063,5.5086,4.04365,3.97342,3.92562,2.76133,3.12992,2.98613,1.14208,1.43729,1.38953,5963.39,334.62
16,5.72053,5.6097,5.18399,4.13318,3.81005,3.87034,2.67213,3.15833,3.06211,1.21571,1.24443,1.30511,5329.08,228.292
17,5.70241,5.65834,5.51374,3.94485,4.0369,3.99586,2.82231,3.19792,3.16583,1.2968,1.11313,1.0729,5452.85,216.435
18,5.66333,5.50783,5.3379,4.00734,3.95306,4.10444,2.63056,3.19916,2.96022,1.01358,1.20974,1.19354,6416.52,251.335
19,5.79038,5.9459,5.65315,4.09171,4.01194,4.22544,2.70702,3.20232,3.13467,1.08599,1.21812,1.16962,5640.3,202.776
20,5.8013,5.5958,5.51038,4.18657,3.93063,4.04121,2.66372,3.16536,2.97251,1.05863,1.2773,1.17733,4967.85,303.57
21,5.88076,5.83096,5.55247,4.07674,3.935,3.89495,2.68012,3.21962,3.04565,1.06961,1.18726,1.01391,5915.13,312.368
22,5.68555,5.43092,5.55881,3.97687,3.9277,4.03665,2.79804,3.23227,2.96317,0.947093,1.14299,1.21443,4315.68,218.325
23,5.67931,5.51937,5.4064,3.98733,3.90055,3.78967,2.6256,3.10139,2.8746,1.10061,1.32046,1.3322,4458.01,337.96
24,5.84003,5.52109,5.49589,4.03841,3.92829,4.11466,2.6374,3.11422,2.9705,1.35978,1.23393,1.31398,6758.02,187.509
25,5.71059,5.71423,5.50681,3.99228,3.95922,4.05404,2.45026,3.10127,3.05057,1.12977,1.13143,1.017,7069.48,296.891
26,5.64014,5.63617,5.48088,4.04464,3.93576,3.91622,2.6257,3.2702,3.14494,1.10643,1.15225,1.16548,6155.14,235.948
27,5.80181,5.56646,5.54639,3.95736,3.96748,4.1358,2.73847,3.06754,2.85393,1.11516,1.24931,1.12385,6402.8,198.48
28,5.60464,5.67856,5.45189,3.96611,3.92499,4.05226,2.58612,3.11976,2.99303,1.18099,1.37271,1.20553,6236.24,295.645
29,5.6662,5.45393,5.24145,4.03434,3.9233,4.01652,2.75023,3.05729,2.77954,1.08056,1.20734,1.33055,4589.38,335.87
30,5.88904,5.60758,5.48427,4.09214,3.92824,4.03043,2.73175,3.19609,2.90912,1.22195,1.36335,1.21099,7007.02,282.431
31,5.88609,5.69411,5.44868,4.10892,4.02071,4.07555,2.84906,3.09061,3.00708,0.967917,1.23297,1.31078,5836.93,266.778
32,5.5614,5.3759,5.15526,3.98158,3.89194,3.9593,2.52174,3.19481,3.06623,1.13796,1.31322,1.29264,4994.07,184.982
33,5.643,5.64866,5.54224,4.21087,4.08991,4.04175,2.61538,3.04973,3.23619,1.2607,1.20119,1.12619,6475.91,262.589
34,5.64623,5.52134,5.4766,3.97648,3.87902,3.98302,2.57044,3.12431,2.89222,1.1943,1.34815,1.03491,7770.57,237.889
35,5.64525,5.46631,5.51829,3.91748,3.87834,3.94051,2.58862,3.0073,2.96793,1.09034,1.06561,1.11655,5094.84,196.712
36,5.82628,5.65179,5.43634,4.04143,3.90948,4.03937,2.55664,3.0678,3.00691,0.992854,1.22353,1.19234,6913.4,221.353
37,5.69316,5.66889,5.45349,3.93263,4.00817,3.89152,2.77363,3.12098,2.8761,1.31163,1.20451,1.29517,5992.55,307.612
38,5.83864,5.65971,5.31805,3.95283,3.90552,3.81833,2.69148,2.97835,2.86462,1.2288,1.2203,1.1461,5783.14,354.296
base,5.78021,5.65479,5.49612,4.07067,3.94198,4.04381,2.61795,3.12407,3.00285,1.11117,1.22555,1.18915,6773.72,235.251
